  0.1683000028E+00,   0.1692000031E+00,   0.1704999954E+00,   0.1750999987E+00,   0.1805000007E+00,   0.1851000190E+00,   0.1939000040E+00,   0.2078000009E+00,   0.2255000025E+00,   0.2466000021E+00,   0.2671000063E+00,   0.2815999985E+00,   0.3231000006E+00,   0.3869999945E+00,   0.5766999722E+00,   0.6057999730E+00,   0.5983999968E+00,   0.5521000028E+00,   0.4885999858E+00,   0.3195999861E+00
  0.1674000025E+00,   0.1683000028E+00,   0.1695999950E+00,   0.1740999967E+00,   0.1795000136E+00,   0.1841000021E+00,   0.1928000003E+00,   0.2066999972E+00,   0.2241999954E+00,   0.2449000031E+00,   0.2653000057E+00,   0.2795999944E+00,   0.3206999898E+00,   0.3837000132E+00,   0.5695999861E+00,   0.5964999795E+00,   0.5884000063E+00,   0.5411999822E+00,   0.4783999920E+00,   0.3131000102E+00
  0.1655000001E+00,   0.1669999957E+00,   0.1684000045E+00,   0.1730999947E+00,   0.1788000166E+00,   0.1834000200E+00,   0.1920000017E+00,   0.2061000019E+00,   0.2233999968E+00,   0.2436999977E+00,   0.2640999854E+00,   0.2779999971E+00,   0.3183999956E+00,   0.3797999918E+00,   0.5558000207E+00,   0.5759000182E+00,   0.5651999712E+00,   0.5133000016E+00,   0.4505999982E+00,   0.2912999988E+00
  0.1613000035E+00,   0.1641999930E+00,   0.1659000069E+00,   0.1710000038E+00,   0.1771000028E+00,   0.1817999929E+00,   0.1907000095E+00,   0.2048999965E+00,   0.2224999964E+00,   0.2430000007E+00,   0.2633000016E+00,   0.2772000134E+00,   0.3176000118E+00,   0.3785000145E+00,   0.5478000045E+00,   0.5625000000E+00,   0.5490000248E+00,   0.4918000102E+00,   0.4278999567E+00,   0.2691999972E+00
  0.1556999981E+00,   0.1599999964E+00,   0.1618999988E+00,   0.1676000059E+00,   0.1738999933E+00,   0.1789000034E+00,   0.1881999969E+00,   0.2025000006E+00,   0.2205000073E+00,   0.2414000034E+00,   0.2617000043E+00,   0.2755999863E+00,   0.3163000047E+00,   0.3776000142E+00,   0.5453000069E+00,   0.5580999851E+00,   0.5435000062E+00,   0.4833999872E+00,   0.4174999893E+00,   0.2565999925E+00
  0.1499000043E+00,   0.1553000063E+00,   0.1572999954E+00,   0.1635999978E+00,   0.1703000218E+00,   0.1755000055E+00,   0.1850000024E+00,   0.1996999979E+00,   0.2179999948E+00,   0.2392000109E+00,   0.2599999905E+00,   0.2739000022E+00,   0.3151000142E+00,   0.3768999875E+00,   0.5475999713E+00,   0.5612999797E+00,   0.5468999743E+00,   0.4874999821E+00,   0.4199999869E+00,   0.2540999949E+00
  0.1445000023E+00,   0.1506000012E+00,   0.1528999954E+00,   0.1595000029E+00,   0.1666000038E+00,   0.1720000058E+00,   0.1817999929E+00,   0.1969999969E+00,   0.2154999971E+00,   0.2371000051E+00,   0.2581999898E+00,   0.2725000083E+00,   0.3140999973E+00,   0.3768000007E+00,   0.5523999929E+00,   0.5691000223E+00,   0.5558000207E+00,   0.4981000125E+00,   0.4303999841E+00,   0.2587000132E+00
  0.1400000006E+00,   0.1464000046E+00,   0.1486999989E+00,   0.1555999815E+00,   0.1627999991E+00,   0.1685999930E+00,   0.1785999984E+00,   0.1939000040E+00,   0.2125999928E+00,   0.2346999943E+00,   0.2558999956E+00,   0.2707000077E+00,   0.3122999966E+00,   0.3758000135E+00,   0.5548999906E+00,   0.5752000213E+00,   0.5633000135E+00,   0.5066000223E+00,   0.4406000376E+00,   0.2657000124E+00
  0.1360999942E+00,   0.1422999948E+00,   0.1446000040E+00,   0.1516000181E+00,   0.1588000059E+00,   0.1648000032E+00,   0.1748999953E+00,   0.1900999993E+00,   0.2089000046E+00,   0.2311999947E+00,   0.2522999942E+00,   0.2671999931E+00,   0.3086999953E+00,   0.3722999990E+00,   0.5511000156E+00,   0.5734999776E+00,   0.5622000098E+00,   0.5067999959E+00,   0.4431000054E+00,   0.2696000040E+00
  0.1326999962E+00,   0.1384000033E+00,   0.1405999959E+00,   0.1474000067E+00,   0.1547999978E+00,   0.1604000032E+00,   0.1704999954E+00,   0.1858000010E+00,   0.2046999931E+00,   0.2266000062E+00,   0.2478000075E+00,   0.2621000111E+00,   0.3036000133E+00,   0.3662999868E+00,   0.5411999822E+00,   0.5630000234E+00,   0.5514000058E+00,   0.4979000390E+00,   0.4362000227E+00,   0.2682000101E+00
