  0.3494000137E+00,   0.3524000049E+00,   0.3542999923E+00,   0.3623000085E+00,   0.3549000025E+00,   0.3501000106E+00,   0.3443999887E+00,   0.3445000052E+00,   0.3352000117E+00,   0.3251000047E+00,   0.3183999956E+00,   0.3185999990E+00,   0.3108000159E+00,   0.3172000051E+00,   0.3354999721E+00,   0.2985999882E+00,   0.3039999902E+00,   0.3019999862E+00,   0.3020000160E+00,   0.3991000056E+00
  0.3431999981E+00,   0.3465000093E+00,   0.3485000134E+00,   0.3564999998E+00,   0.3494000137E+00,   0.3447999954E+00,   0.3393999934E+00,   0.3395999968E+00,   0.3307999969E+00,   0.3210999966E+00,   0.3145999908E+00,   0.3147999942E+00,   0.3075999916E+00,   0.3140000105E+00,   0.3327000439E+00,   0.2969999909E+00,   0.3027000129E+00,   0.3010999858E+00,   0.3014999926E+00,   0.3987999856E+00
  0.3195999861E+00,   0.3244999945E+00,   0.3269000053E+00,   0.3352000117E+00,   0.3296000063E+00,   0.3255000114E+00,   0.3213000000E+00,   0.3222999871E+00,   0.3154000044E+00,   0.3070999980E+00,   0.3016999960E+00,   0.3016000092E+00,   0.2962999940E+00,   0.3034999967E+00,   0.3233000040E+00,   0.2924999893E+00,   0.2989000082E+00,   0.2985999882E+00,   0.3003000021E+00,   0.3977999985E+00
  0.2867999971E+00,   0.2939000130E+00,   0.2967999876E+00,   0.3054000139E+00,   0.3018999994E+00,   0.2985000014E+00,   0.2960999906E+00,   0.2982000113E+00,   0.2937000096E+00,   0.2874000072E+00,   0.2836000025E+00,   0.2833999991E+00,   0.2806999981E+00,   0.2892999947E+00,   0.3113999963E+00,   0.2885999978E+00,   0.2955000103E+00,   0.2971000075E+00,   0.2996000051E+00,   0.3963999748E+00
  0.2540999949E+00,   0.2628999949E+00,   0.2660999894E+00,   0.2748999894E+00,   0.2732000053E+00,   0.2707000077E+00,   0.2698000073E+00,   0.2728999853E+00,   0.2705999911E+00,   0.2664000094E+00,   0.2640999854E+00,   0.2640999854E+00,   0.2639000118E+00,   0.2739000022E+00,   0.2994999886E+00,   0.2867999971E+00,   0.2940999866E+00,   0.2967999876E+00,   0.2989999950E+00,   0.3948000073E+00
  0.2281000018E+00,   0.2373999953E+00,   0.2406000048E+00,   0.2492999882E+00,   0.2487999946E+00,   0.2469000071E+00,   0.2470000088E+00,   0.2509999871E+00,   0.2500999868E+00,   0.2474999875E+00,   0.2463999987E+00,   0.2469000071E+00,   0.2484000027E+00,   0.2592999935E+00,   0.2888999879E+00,   0.2865000069E+00,   0.2940999866E+00,   0.2964000106E+00,   0.2978999913E+00,   0.3928999901E+00
  0.2113000005E+00,   0.2201000005E+00,   0.2231999934E+00,   0.2312999964E+00,   0.2313999981E+00,   0.2298000008E+00,   0.2302999794E+00,   0.2345000058E+00,   0.2344000041E+00,   0.2326000035E+00,   0.2325000018E+00,   0.2333000004E+00,   0.2356999815E+00,   0.2470999807E+00,   0.2799000144E+00,   0.2861999869E+00,   0.2939999998E+00,   0.2949999869E+00,   0.2962000072E+00,   0.3905999959E+00
  0.2031999826E+00,   0.2108000070E+00,   0.2134999931E+00,   0.2207999974E+00,   0.2206999958E+00,   0.2193000168E+00,   0.2198000103E+00,   0.2236000001E+00,   0.2238000035E+00,   0.2223999947E+00,   0.2225999981E+00,   0.2234999835E+00,   0.2264000028E+00,   0.2378999889E+00,   0.2725000083E+00,   0.2849000096E+00,   0.2928999960E+00,   0.2928000093E+00,   0.2942000031E+00,   0.3878999650E+00
  0.2008000016E+00,   0.2069000006E+00,   0.2091999948E+00,   0.2155000120E+00,   0.2150999904E+00,   0.2135999799E+00,   0.2138000131E+00,   0.2169999927E+00,   0.2169999927E+00,   0.2157000005E+00,   0.2159000039E+00,   0.2168000042E+00,   0.2197999954E+00,   0.2310000062E+00,   0.2664000094E+00,   0.2824000120E+00,   0.2906000018E+00,   0.2901000082E+00,   0.2919000089E+00,   0.3847000003E+00
  0.2005999982E+00,   0.2052000016E+00,   0.2072000057E+00,   0.2125000060E+00,   0.2117999941E+00,   0.2101000100E+00,   0.2099999934E+00,   0.2126999944E+00,   0.2124000043E+00,   0.2108999938E+00,   0.2110999972E+00,   0.2117999941E+00,   0.2146999985E+00,   0.2252999991E+00,   0.2610999942E+00,   0.2788999975E+00,   0.2870000005E+00,   0.2870000005E+00,   0.2894999981E+00,   0.3811999559E+00
  0.1999000013E+00,   0.2036000043E+00,   0.2053000033E+00,   0.2097999901E+00,   0.2088999897E+00,   0.2070999891E+00,   0.2066999972E+00,   0.2090999931E+00,   0.2084999979E+00,   0.2069000006E+00,   0.2070000023E+00,   0.2075999975E+00,   0.2102999836E+00,   0.2203000039E+00,   0.2560000122E+00,   0.2745999992E+00,   0.2827999890E+00,   0.2836999595E+00,   0.2869000137E+00,   0.3772999942E+00
