  0.2975000143E+00,   0.2457999885E+00,   0.2346999794E+00,   0.2071999907E+00,   0.1878999919E+00,   0.1755000055E+00,   0.1638000011E+00,   0.1489000022E+00,   0.1414999962E+00,   0.1336999983E+00,   0.1283999979E+00,   0.1253000051E+00,   0.1224999949E+00,   0.1200000048E+00,   0.1280000061E+00,   0.1420000046E+00,   0.1484999955E+00,   0.1709000021E+00,   0.1988999993E+00,   0.4038999975E+00
  0.2696000040E+00,   0.2255000025E+00,   0.2165000141E+00,   0.1924000084E+00,   0.1756000072E+00,   0.1650000066E+00,   0.1551000029E+00,   0.1421999931E+00,   0.1359000057E+00,   0.1292999983E+00,   0.1248000041E+00,   0.1222999990E+00,   0.1200999990E+00,   0.1185000017E+00,   0.1273999959E+00,   0.1415999979E+00,   0.1482000202E+00,   0.1706999987E+00,   0.1986999959E+00,   0.4036999941E+00
  0.2050999999E+00,   0.1730999947E+00,   0.1684000045E+00,   0.1526000053E+00,   0.1427000016E+00,   0.1366000026E+00,   0.1306000054E+00,   0.1235999987E+00,   0.1198000014E+00,   0.1163000017E+00,   0.1140000001E+00,   0.1129999980E+00,   0.1127999946E+00,   0.1132000014E+00,   0.1252000034E+00,   0.1400000006E+00,   0.1467999965E+00,   0.1695999950E+00,   0.1977999955E+00,   0.4031000137E+00
  0.1881999969E+00,   0.1521999985E+00,   0.1475999951E+00,   0.1348000020E+00,   0.1286000013E+00,   0.1234999970E+00,   0.1178000048E+00,   0.1141000018E+00,   0.1102999970E+00,   0.1075000092E+00,   0.1066000015E+00,   0.1062000096E+00,   0.1067000106E+00,   0.1080999970E+00,   0.1219999939E+00,   0.1375000030E+00,   0.1445000023E+00,   0.1676999927E+00,   0.1961999983E+00,   0.4020000100E+00
  0.2239000201E+00,   0.1758999974E+00,   0.1686999947E+00,   0.1518999934E+00,   0.1445000023E+00,   0.1362999976E+00,   0.1275999993E+00,   0.1225999966E+00,   0.1155999899E+00,   0.1102000028E+00,   0.1084999964E+00,   0.1073000059E+00,   0.1062000021E+00,   0.1062000021E+00,   0.1187999994E+00,   0.1345999986E+00,   0.1416999996E+00,   0.1652999967E+00,   0.1941999942E+00,   0.4004000127E+00
  0.2685000002E+00,   0.2135999948E+00,   0.2046999931E+00,   0.1832000017E+00,   0.1723999977E+00,   0.1615000069E+00,   0.1495999992E+00,   0.1410000026E+00,   0.1301999986E+00,   0.1213999987E+00,   0.1172999963E+00,   0.1147999987E+00,   0.1106999964E+00,   0.1076000035E+00,   0.1161000058E+00,   0.1315000057E+00,   0.1386999935E+00,   0.1625999957E+00,   0.1916999966E+00,   0.3984999955E+00
  0.2867000103E+00,   0.2381999940E+00,   0.2293999791E+00,   0.2073000073E+00,   0.1933999807E+00,   0.1827999800E+00,   0.1695999950E+00,   0.1576000005E+00,   0.1448000073E+00,   0.1339000016E+00,   0.1274999976E+00,   0.1238999888E+00,   0.1168999895E+00,   0.1106000021E+00,   0.1140000001E+00,   0.1284999996E+00,   0.1356000006E+00,   0.1596000046E+00,   0.1888999939E+00,   0.3961000144E+00
  0.2804999948E+00,   0.2436000109E+00,   0.2353000045E+00,   0.2164999843E+00,   0.2016000003E+00,   0.1930000037E+00,   0.1803999990E+00,   0.1669999957E+00,   0.1539999992E+00,   0.1427000016E+00,   0.1349000037E+00,   0.1307999939E+00,   0.1220000014E+00,   0.1134999990E+00,   0.1120999977E+00,   0.1254999936E+00,   0.1324999928E+00,   0.1563999951E+00,   0.1859000027E+00,   0.3934000134E+00
  0.2628000081E+00,   0.2355000079E+00,   0.2286999971E+00,   0.2133000046E+00,   0.2004999816E+00,   0.1932000071E+00,   0.1819999963E+00,   0.1695999950E+00,   0.1573999971E+00,   0.1464000046E+00,   0.1385000050E+00,   0.1342000067E+00,   0.1248999909E+00,   0.1150999963E+00,   0.1101999953E+00,   0.1225999966E+00,   0.1294000000E+00,   0.1532000005E+00,   0.1827999949E+00,   0.3903000057E+00
  0.2452999949E+00,   0.2220000178E+00,   0.2173999995E+00,   0.2041999996E+00,   0.1947999895E+00,   0.1872999966E+00,   0.1776999980E+00,   0.1674000025E+00,   0.1564999968E+00,   0.1458999962E+00,   0.1386999935E+00,   0.1343999952E+00,   0.1252000034E+00,   0.1150999963E+00,   0.1081999987E+00,   0.1196999997E+00,   0.1263999939E+00,   0.1500000060E+00,   0.1796000004E+00,   0.3869999945E+00
