wl,value
0.383206107,4.059196617
0.422137405,4.059196617
0.454198473,3.805496829
0.493129771,5.454545455
0.522900763,6.342494715
0.554961832,6.469344609
0.596183206,5.835095137
0.644274809,4.4397463
0.70610687,2.410147992
0.75648855,0.634249471
0.772519084,0
2.499236641,0
